Date,Close,Volume,HL,OC,MA-7,MA-14,MA-21,STD-7,macd,macd_s,RSI-5,MOM-1,MOM-2,MOM-3,ROC-5,ROC-10,ROC-15,ROC-20,slowk,slowd,Close_pct,MA-7_pct,MA-14_pct,MA-21_pct,STD-7_pct,Sentiment
2018-03-02,67.024002,-0.26036946671314043,2.449996999999996,-1.627997999999991,69.02114328571426,67.35814371428569,67.10304804761901,1.898197550059595,0.3462178814476715,0.31495549739655593,41.65301047326076,0.8380049999999954,-1.587997999999999,-3.1739960000000025,-4.8089785650346055,0.31430387429411955,6.30968013339972,-4.045806844547084,22.87278207481374,40.49787029244151,0.012661364004231901,0.0007539562127785171,0.005266111146176922,-0.002716201379040273,-0.03439310087901948,0.34627623671783375
2018-03-05,66.66999799999999,-0.24917530631479734,1.6920010000000048,-0.19200099999999054,68.65485714285713,67.60985785714283,66.95161947619044,2.0881547122270145,0.22528570027081685,0.2970215379714081,39.161534275509,-0.3540040000000033,0.48400099999999213,-1.9420020000000022,-6.734378228213633,-0.6378759426510561,7.386763095161375,-3.025457454545466,21.244410089811826,26.065856180064515,-0.005281749663352042,-0.0053068686698057865,0.003736951895896068,-0.002256657124145911,0.10007238823032716,0.3908663086870116
2018-03-06,65.639999,0.12079606673989218,1.868003999999999,1.110000999999997,67.97342785714282,67.67471478571426,66.80352419047615,2.195478256348181,0.045805744075039456,0.2467783791921344,32.16434389223176,-1.0299989999999895,-1.3840029999999928,-0.5459979999999973,-6.493061240863296,-1.9625458684306873,3.9495755867354987,-1.479902762883889,25.688639604781315,23.26861058980229,-0.01544921300282609,-0.00992543447139338,0.0009592821317339073,-0.0022119746598057155,0.05139635654999242,0.21029540883636075
2018-03-07,66.459999,0.1683738945796487,2.152000000000001,-1.3720019999999948,67.25571328571425,67.81742914285712,66.79561942857138,1.5958953765093238,-0.02992135259202655,0.19143843283530224,42.40516126274066,0.8199999999999932,-0.20999899999999627,-0.5640029999999996,-3.136479041567075,-0.3000374857463295,2.66946324323476,-0.5000449217002267,27.819521715953226,24.91752380351545,0.012492382883796171,-0.010558752060245702,0.00210882835036319,-0.00011832851635540376,-0.27309898337875826,0.3364722366212129
2018-03-08,65.82,-0.2877998122740798,1.406006000000005,0.7519990000000121,66.63028499999997,67.7464289285714,66.74923852380948,0.9956071708125448,-0.13996476619053055,0.1251577930301357,36.96138482114571,-0.6399990000000031,0.18000099999999009,-0.8499979999999994,-0.5529825289177226,-4.93110458833661,2.1066706619921938,-4.608695652173922,33.796980793038806,29.10171403792445,-0.00962983764113512,-0.009299258831102497,-0.0010469316690869812,-0.0006943704566061415,-0.37614508728622276,0.7849547298130682
2018-03-09,65.433998,0.5441646570579328,1.2239990000000063,-0.6139980000000094,66.17628471428569,67.62757164285712,66.57942890476185,0.5785752991305361,-0.2553782581416044,0.049050582795787674,33.69979670417108,-0.38600199999999063,-1.0260009999999937,-0.20600100000000054,-2.3722904520085075,-7.0671860777056565,-2.065442778514548,3.7877057420342863,39.7000603236441,33.77218761087871,-0.005864509267699658,-0.006813722704537284,-0.001754443556568841,-0.0025439933518800473,-0.4188719044095037,0.5679840376059393
2018-03-12,69.101997,0.5006900559308491,4.141998000000001,-3.379997000000003,66.59285614285712,67.78099985714285,66.86780966666663,1.2485639768119634,-0.05028773179967061,0.029182919876696016,67.62949596374025,3.6679989999999947,3.281997000000004,2.641998000000001,3.6478162186235563,-3.332219750822296,2.986671733881785,11.304034856001532,57.73761223481781,43.74488445050023,0.056056470827290594,0.006294874823661756,0.002268722808738133,0.004331379326147244,1.1579973750837,0.7765287894989963
2018-03-13,68.36799599999999,-0.2780977734753146,4.141998000000001,-2.6459959999999967,66.78485528571426,67.90299928571427,67.16704757142853,1.4177835455054144,0.05241602224943165,0.033829540351243144,59.95471563680361,-0.7340010000000063,2.9339979999999883,2.5479959999999977,4.1559979304691685,-2.606914801188498,2.1118886963620076,8.269717796851728,68.71929666828756,55.385656408916475,-0.010621994035859839,0.002883179277447745,0.0017999060035784886,0.0044750666464714595,0.13553135589057264,1.0608719606852626
2018-03-14,65.32599599999999,0.3355124207985518,3.175994999999986,2.026001000000008,66.59285499999999,67.62385607142855,67.27085690476186,1.523028263190814,-0.11038207383460019,0.004987217514074476,37.75727133275384,-3.0420000000000016,-3.776001000000008,-0.10800200000001325,-1.706294037109457,-4.789255523815084,-2.001212001127406,0.9176203139831474,63.13045769830797,63.195788867137765,-0.04449450295427704,-0.0028749075653884404,-0.004110911406301487,0.0015455396222818774,0.0742318656603409,-0.015504186535965199
2018-03-15,65.120003,-0.17604237266862466,2.349998999999997,0.7559959999999961,66.51856985714285,67.24599885714284,67.2893331428571,1.5885224278603005,-0.25310501436955235,-0.04663122886265089,36.60995778615827,-0.20599299999999232,-3.247992999999994,-3.9819940000000003,-1.0635019750835584,-1.6106035238843686,-5.942164168729769,1.020764202809854,37.76692786593887,56.53889407751145,-0.0031533082174513005,-0.0011155122100882098,-0.005587631883733346,0.0002746544186498223,0.043002593091918895,-0.028987536873252298
2018-03-16,64.269997,-0.06816658542529852,1.6660039999999938,0.31600199999999745,66.20571242857142,66.73071285714283,67.2801902380952,1.803141331915784,-0.4298473408357495,-0.12327445125727061,31.649439197601037,-0.8500059999999934,-1.0559989999999857,-4.097998999999987,-1.7788932903045285,-4.10898322663572,-8.72036166906055,-3.8075940458170088,14.162270803625281,38.353218789290686,-0.013052917089085403,-0.004703309605773809,-0.007662701257433513,-0.0001358745039498066,0.13510599554113312,0.4936578201436253
2018-03-19,62.712002000000005,0.22346460039559934,2.216004000000005,0.5879969999999943,65.76171271428571,66.19599885714284,67.08485685714282,2.24295936336841,-0.6877066297669785,-0.23616088695921222,24.15170908702392,-1.5579949999999982,-2.4080009999999916,-2.613993999999984,-9.247192957390205,-5.936697343233743,-12.271275918089696,-6.536704521744308,11.89981687257072,21.276338514044937,-0.024241404585719772,-0.006706365629170374,-0.008013011956648941,-0.0029032822330186114,0.2439176694958971,0.32047189527477177
2018-03-20,62.110001000000004,-0.36342744144408967,1.4980010000000021,0.8639979999999952,65.28685599999999,65.73157035714284,66.84733309523806,2.6405296012640154,-0.9299188973938186,-0.3749124890461335,21.671983558762246,-0.6020010000000013,-2.1599959999999996,-3.010001999999993,-9.153398323976013,-5.377815438418876,-11.521691829445047,-7.234819212151056,8.076521611619748,11.379536429271896,-0.0095994543436837,-0.00722086902372554,-0.007015960299991519,-0.0035406464742195887,0.1772525371563336,0.6435502394205732
2018-03-21,63.306,0.25063493062989317,2.4500010000000074,-1.2560009999999977,64.45885642857142,65.52585628571427,66.67361871428568,2.0977681021251846,-1.013681649552808,-0.5026663211474685,37.58604599421002,1.1959989999999934,0.593997999999992,-0.9639970000000062,-3.0921778827528223,-4.7457102730320555,-7.733341106511982,-5.0315088489943705,16.127106406172416,12.034481630120942,0.019256142018094557,-0.012682484992516119,-0.003129608349699442,-0.0025986733188724243,-0.2055502422237615,1.3955110162248148
2018-03-22,61.82,-0.17095193340494097,2.127997999999998,0.9579999999999984,63.523428428571435,65.15414185714285,66.4431423333333,1.411901691642644,-1.1862971203377413,-0.639392480985523,28.570693421777417,-1.485999999999997,-0.29000100000000373,-0.8920020000000051,-5.067571940990234,-6.077180188392573,-6.596556972617639,-10.708612665617878,14.268539038285608,12.82405568535924,-0.023473288471866804,-0.014512016685194529,-0.005672790096029057,-0.0034567852382519915,-0.3269505384259158,0.413975797776073
2018-03-23,60.307999,0.3472002915097778,2.1599999999999966,1.9420009999999976,62.806571714285724,64.69971335714284,66.01809461904759,1.60485461646958,-1.4286335704360482,-0.7972406988756282,21.89207908704848,-1.512000999999998,-2.998000999999995,-1.8020020000000017,-6.164615193618261,-7.833846557870416,-10.020295415961577,-14.347400122289432,13.999155194844178,14.798266879767382,-0.024458120349401424,-0.011284918525639398,-0.00697466787294021,-0.006397164543382461,0.13666172791566633,0.04879016416943204
2018-03-26,60.835999,0.2585012547145713,3.2460030000000017,0.6319999999999979,62.19457114285716,64.35657049999999,65.56218961904759,1.3761498012320599,-1.5600979279724854,-0.9498121446949996,29.124044919683012,0.5279999999999987,-0.9840009999999992,-2.4700009999999963,-2.991457679823395,-11.962024773321666,-8.750561234455102,-14.895643572049089,16.99726514979162,15.088319794307116,0.008755057517328746,-0.009744212344730885,-0.00530362252532246,-0.006905758226297909,-0.14250812060511353,0.7013104911991062
2018-03-27,55.835999,0.6563186550768936,5.417999000000002,4.963999999999999,60.9897142857143,63.597713357142844,64.81704666666663,2.4941603976949738,-2.0441785735868123,-1.1686854304733623,13.895112658854641,-5.0,-4.472000000000001,-5.984000999999999,-10.101435999010855,-18.330209649555897,-14.936014852772928,-20.459271502301245,16.874686670604607,15.95703567174678,-0.08218817940344825,-0.01937237985571727,-0.011791447818947143,-0.011365437254470145,0.8124192551290308,-0.38604702225106274
2018-03-28,51.556,0.5139417531718571,3.3160019999999975,1.3599999999999994,59.39599971428573,62.578856214285715,63.929332476190424,4.194723348923118,-2.741572976007305,-1.4832629395801509,8.909969339560714,-4.279999000000004,-9.279999000000004,-8.751999000000005,-18.5606419612675,-21.078891778397058,-22.425517942002983,-24.858625313356264,18.06016207935579,17.31070463325065,-0.07665303883969199,-0.026130874526852255,-0.016020342384569397,-0.013695690194609367,0.6818177984061298,-0.7066914056677026
2018-03-29,53.226002,-0.27763387202757916,4.550002999999997,-1.9280019999999993,58.126857000000015,61.7068565,63.19666590476186,4.564395360739946,-3.1235020721942135,-1.8113107661029635,22.475529229676404,1.6700020000000038,-2.609997,-7.609997,-13.901646716273053,-18.264742708933834,-19.133998784563953,-19.58117364311971,13.786172715127707,16.24034048836268,0.032392000931026566,-0.021367477951220737,-0.01393441438590326,-0.011460569711117197,0.0881278647164494,-0.25131442828090605
2018-04-02,50.495998,0.062179068863005726,3.1480030000000028,0.7560009999999977,56.29685671428573,60.37785657142857,62.44952309523805,4.707554382732411,-3.604916901717367,-2.1700319932258445,17.23167440416164,-2.730004000000001,-1.0600019999999972,-5.340001000000001,-16.26981687785728,-21.431460468249284,-22.82911094626986,-24.659828579021582,16.487808307214245,16.111381033899224,-0.05129079580314899,-0.03148287005633699,-0.02153731374359391,-0.011822503589821731,0.031364290487153834,-0.45118735744625954
2018-04-03,53.506001,0.16944272061561372,3.771999000000001,0.4580000000000055,55.109142571428585,59.3162855,61.80580876190472,4.090140976904708,-3.7008978889310242,-2.4762051723668805,37.37047174637649,3.0100029999999975,0.27999899999999656,1.9500010000000003,-12.04878381301835,-14.679807224141895,-22.569530081742794,-19.745008841908163,26.462857699473698,18.91227957393853,0.05960874364736779,-0.021097343833687887,-0.017582125827416695,-0.010307754189757934,-0.13115374898108711,0.10227884912041825
2018-04-04,57.388,0.055841523211139554,7.273997999999999,-6.832000000000001,54.69199985714287,58.749285785714285,61.36380885714281,3.5898594673518773,-3.42424605966616,-2.6658133498267365,55.01574529182249,3.8819990000000004,6.892001999999998,4.161997999999997,2.7795705777557522,-7.60264196421444,-16.060140186060146,-12.571601349354077,49.23193955248727,30.72753518639172,0.07255259087667576,-0.007569392206475456,-0.009558921458183933,-0.007151429835092649,-0.12231400149229776,0.5166907432183888
2018-04-05,61.144001,-0.03898133861394104,3.612000000000002,-3.276001000000001,54.73600014285715,58.46528564285715,61.14971371428566,3.6785093692059427,-2.8688492924681412,-2.7064205383550175,66.44831550348651,3.756001000000005,7.638000000000005,10.648003000000003,18.597255411591295,-3.415156541244102,-6.401731708767189,-7.998793379458213,78.09880264098099,51.26453329764731,0.06544924025928767,0.0008045104554452731,-0.004834103752222929,-0.0034889480761464142,0.024694532657975943,0.889677083356065
2018-04-06,59.860001000000004,-0.2929120186600144,2.7560009999999977,0.3399999999999963,55.31085757142858,58.15028592857143,60.83542809523804,4.161745365669191,-2.5034432863447122,-2.665825087952957,59.93890730430319,-1.283999999999999,2.472001000000006,6.354000000000006,12.463831117730773,-3.17049336784212,-8.077398276532621,-9.05499696140989,93.47688298308458,73.6025417255176,-0.020999607140527177,0.010502364569407563,-0.005387807667783129,-0.005139609001541312,0.1313673414858152,0.5256681968039196
2018-04-09,57.931999,-0.24189552006982096,4.058002999999999,2.142002000000005,56.221714571428585,57.80885714285715,60.45980899999995,3.891969309097247,-2.3424279905346808,-2.601145668469302,50.62965197239871,-1.9280020000000064,-3.2120020000000054,0.5439989999999995,14.725921448270007,-3.9397758827979135,-9.861519053750701,-11.464986443285962,83.06420210715417,84.87996257707323,-0.03220851934165536,0.016467960179856522,-0.005871489370381955,-0.006174347859442375,-0.06482281659934397,0.34526994732474214
2018-04-10,60.939999,0.07219653066401288,2.6839980000000025,-1.1460000000000008,57.323714142857156,57.72528557142857,60.245809047619,3.9931533773032886,-1.9496276534694488,-2.4708420654693315,62.107079604436464,3.0080000000000027,1.0799979999999962,-0.20400200000000268,13.89376492554546,0.1709514131591705,-2.82562020584195,-11.811522610554936,80.57345542554117,85.7048468385933,0.051922945037681245,0.019600959875183177,-0.0014456534095123041,-0.003539540662143903,0.025998167038350006,0.6197197120051281
2018-04-11,60.186001,-0.31910498826184275,1.8640020000000064,-0.03800199999999876,58.7080002857143,57.5024285,59.82123780952376,2.7028652949542162,-1.6798081112847782,-2.312635274632421,57.890248893489485,-0.7539980000000028,2.254002,0.3259999999999934,4.875585488255374,7.790676405736008,-3.097729784290304,-11.96758056210978,72.30434566304969,78.64733439858166,-0.01237279311409245,0.024148577313175323,-0.0038606490937633797,-0.0070473157354340454,-0.32312509949729196,0.09607383008962224
2018-04-12,58.816002000000005,0.016825027729890918,2.0540010000000066,1.6479989999999987,59.46657185714287,57.287857214285715,59.36638095238091,1.4580658887070577,-1.5585555912109186,-2.1618193379481205,50.155847602949336,-1.3699989999999929,-2.1239969999999957,0.884003000000007,-3.807403771303741,14.081779036387632,-7.092531513600598,-9.965395705562585,58.47314616683219,70.45031575180765,-0.02276275175684117,0.012921093679512552,-0.003731516934354917,-0.007603601560221107,-0.460548074138576,-0.07598590697792199
2018-04-13,60.068001,-0.03700977815161388,1.5940020000000032,0.652000000000001,59.849429142857154,57.2707145,59.1160002380952,1.1380491315453205,-1.3459212966663259,-1.9986397296917617,56.75582760036249,1.2519989999999979,-0.117999999999995,-0.8719979999999978,0.3474774415723747,12.854617560792935,-2.8340326755095457,-7.757987971837155,46.207302529399016,58.994931453093606,0.021286706974744662,0.006438193320341901,-0.00029923818273736025,-0.00421755057776807,-0.2194803126801852,0.4161603972249123
2018-04-16,58.242001,-0.13493558248717108,2.130001,1.5579979999999978,59.43485771428573,57.085428928571424,58.78847633333329,1.116225605205269,-1.3096531593830534,-1.86084241563002,45.71925236415627,-1.8260000000000005,-0.5740010000000026,-1.9439999999999955,0.5351135906772386,15.339835445969396,-3.4257445683117393,-9.379175791777305,29.957745379028378,44.879398025086495,-0.030398880761821956,-0.006926906981549852,-0.003235258596757551,-0.005540359690147656,-0.019176260264280542,-0.23090555664969903
2018-04-17,57.537997999999995,0.10436223081170626,1.9319989999999976,0.2360000000000042,59.10314300000001,57.20700028571428,58.46790495238091,1.298899855703024,-1.3224729132564619,-1.7531685151553085,41.80180927113219,-0.7040030000000073,-2.5300030000000078,-1.27800400000001,-5.58254193604435,7.535597736037114,-5.421133957215051,-8.25042070894182,28.480168673070896,34.881738860499404,-0.01208754829697567,-0.00558114761341455,0.002129639023908725,-0.005452962909511805,0.16365352097810182,0.08144033194017448
2018-04-18,58.669998,-0.06318571428571429,2.416000000000004,-0.45399799999999857,59.20857142857144,57.71514299999999,58.275428571428534,1.2152554778251128,-1.2271439692740103,-1.647963605979049,50.352192510378,1.132000000000005,0.42799699999999774,-1.3980030000000028,-2.5188631489239444,2.233913013173483,5.075576779776081,-5.538565359224523,27.04851456504619,28.495476205715125,0.019673955287773603,0.001783804096026298,0.008882526819232739,-0.003292000647349025,-0.06439632548318286,0.36000273403140703
2018-04-19,60.015999,-0.07122924195983349,2.492001000000002,-1.7999989999999997,59.07657142857145,58.20014278571427,58.17571419047615,1.0322471527613708,-1.0310982043957466,-1.5245905256623886,59.250499010734984,1.3460010000000011,2.478001000000006,1.7739979999999989,2.0402559833971656,-1.8448285711626933,16.40933935914346,-5.196981328784,50.69284690435347,35.407176714156826,0.022941896128920947,-0.0022294069391496363,0.008403336810831163,-0.0017110879044014426,-0.1505924708039692,0.7663505845832402
2018-04-20,58.048,-0.07596952681180835,2.045997,0.9859999999999971,58.77114271428574,58.73957149999999,57.9253332380952,0.9632690364453096,-1.0227420614923233,-1.4242208328283756,44.63097672300478,-1.967998999999999,-0.6219979999999978,0.5100020000000072,-3.3628570393078316,-3.0270647673393825,9.05947810996588,-6.1015852474927135,58.09768091684034,45.279680795413306,-0.032791239549307516,-0.00517004807320276,0.009268511870698104,-0.004303874148603781,-0.0668232565539536,-0.16612687087397393
